temperature,pressure,vibration,humidity,equipment,location,faulty
73.3443851484852,32.5925176562389,1.32986516102292,40.7123699954916,Pump,San Francisco,0
65.2124142847831,47.8378800983588,0.845610847757022,45.03636870504,Compressor,Atlanta,0
55.3648505186788,41.281480658483,0.452781236642549,23.9946407257098,Compressor,New York,0
44.4607886509805,26.5511074465033,1.32923979249735,58.6384209363878,Turbine,San Francisco,0
73.7405656984757,38.4875810377238,1.25560010082453,44.206425066548,Turbine,Houston,0
76.7286123596682,45.775529955112,1.31384082321476,51.1543590740131,Compressor,Houston,0
135.30440061611,66.0141395379363,1.07033531559818,62.9274586820648,Turbine,San Francisco,1
87.829751522742,33.6759486436026,3.92382758707022,73.2264607338363,Pump,Houston,1
83.1830232485267,39.0349205257473,2.74188299629375,64.2363118181851,Compressor,Atlanta,0
79.788580507818,47.2991738454743,1.85344814545926,49.9726444390889,Turbine,Chicago,0
56.4248246015807,36.7544713050564,0.812800375762936,59.515649250581,Compressor,New York,0
62.0747655288479,45.9244829634574,0.955686139663188,54.3749829640846,Compressor,Chicago,0
81.4429306855994,32.8505769798003,1.25406027259277,55.641169264002,Compressor,San Francisco,0
45.9633139889947,42.5675276851155,1.72870037139587,51.9536557564861,Compressor,Chicago,0
70.2538842054241,34.749908686766,0.69990535661892,24.1164083644855,Compressor,New York,0
87.6118812486737,34.1029884511092,1.72733637047129,56.2620556163225,Pump,Atlanta,0
69.0169015254562,53.6642844968917,1.38022527155758,70.4950731818354,Turbine,Atlanta,0
62.1221624809176,45.7417748908095,2.18548138006465,35.7601966617903,Compressor,San Francisco,0
59.0806609960469,28.5725258066299,1.51013594606114,46.485122347963,Pump,Houston,0
75.731278132412,38.5736288864732,0.979497390858107,66.31152515028,Turbine,San Francisco,0
73.0187338072101,22.643202184755,1.78020731610435,48.9781222028289,Pump,Atlanta,0
83.6414042997384,25.7406736782765,1.25743502895007,42.6446933409242,Turbine,Atlanta,0
15.9056223426294,40.782168452866,3.91954883793046,77.3655338702505,Turbine,Houston,1
61.2556435166008,32.126946975129,1.9875535716444,58.671531290406,Turbine,Atlanta,0
69.2423571346454,41.1232172481068,1.09636111499481,59.9080285612285,Compressor,Houston,0
66.4175562209249,37.8666725695754,2.58344201740816,81.5894178458866,Turbine,Chicago,0
65.40343227727,45.3833320452861,1.14808337096527,57.8151172562242,Turbine,New York,0
59.037249131048,25.5806679580057,1.4717469376704,60.3031669547367,Pump,New York,0
70.0422985899415,34.965896498849,1.64241984767773,55.1321105042085,Compressor,Houston,0
67.8134672256497,36.1472476885704,1.3842909693975,52.849649151627,Compressor,Atlanta,0
67.4045332241608,32.2837587466721,2.03171786093373,54.2224749875835,Turbine,Houston,0
75.2214254593394,27.2521308243048,2.13595915171118,50.8900411055348,Turbine,New York,0
61.8378275545804,23.8641337056234,2.08060570120581,36.1362092778422,Compressor,Chicago,0
87.1904061284182,32.394088854539,1.16723306649566,39.8939995934894,Compressor,New York,0
59.376962862739,27.5410300545441,0.0230882572996878,40.0928647861191,Compressor,Houston,0
61.5675340468381,43.96749209925,1.78688388057229,61.208186488308,Turbine,New York,0
69.7713193770112,29.2363594345995,1.40722573270357,51.759972521274,Compressor,Houston,0
55.7525181378654,34.4617802806917,2.01359739412143,52.5026173764547,Pump,Houston,0
73.797676360409,28.3890777178731,1.53159680192511,59.1531830027215,Pump,San Francisco,0
74.4130715169925,28.1630028659595,1.89495387342695,49.9062844147924,Compressor,Atlanta,0
80.725073373098,33.7194041071336,1.34750935007583,54.7658414698339,Compressor,Atlanta,0
82.5761905635936,39.3803185613524,1.6350248067226,40.7797862169413,Turbine,Chicago,0
80.7254179957276,36.0889970726068,1.11391765656767,60.6408327272554,Compressor,Chicago,0
59.0269747236716,31.1229714831994,1.77799371684507,37.0128036501063,Compressor,San Francisco,0
66.991740439677,34.5864164849981,1.78404371030584,44.4950688368788,Compressor,Atlanta,0
71.9438430157734,52.1863749102957,1.79391756093289,39.5961984915609,Compressor,Houston,0
128.686733989054,8.40574360313266,1.29505877907535,72.8316378386159,Turbine,Houston,1
59.8412117301002,39.7052581154869,1.61240836834574,54.3635759341112,Turbine,Chicago,0
65.3023553566286,37.7971980571798,1.88524021834375,32.5774103051998,Compressor,San Francisco,0
84.8411602853597,39.3201424137851,0.925579940192068,43.1247616809503,Pump,San Francisco,0
58.8942415453417,40.3379611794339,1.50254269806412,62.1532597047646,Turbine,New York,0
140.487972774876,39.707829883271,3.2621127905237,31.3083889031366,Turbine,Atlanta,1
81.9553138808671,33.6386197487937,2.49897410225645,41.2721657214633,Pump,Chicago,0
63.9428507699666,29.9312838760495,1.89732060178683,66.1472930300689,Compressor,Houston,0
62.3841213496378,26.549534956194,1.31352074489344,66.394205485064,Compressor,San Francisco,0
77.5749514933749,38.7825205594227,1.69727201715834,35.8603086659289,Pump,Houston,0
65.242045559951,40.8033506172621,1.8666079188108,69.5092899706813,Turbine,Chicago,0
120.855889557588,65.6922793803129,2.9677035469343,56.3417358323657,Compressor,Atlanta,1
107.201361728144,17.8197537174961,2.52797626002616,49.0810690166318,Pump,Houston,1
48.0387217890005,31.0235801053145,1.01721249689508,55.9596330883109,Compressor,Atlanta,0
75.5304008585236,39.2074982420372,1.48259384262102,39.771873559273,Turbine,San Francisco,0
71.7334166437041,34.5132038399766,1.07223366504719,50.5247805717045,Turbine,Atlanta,0
68.3491943499695,45.3500252469277,1.1153344228248,61.9652678668288,Pump,New York,0
58.7745519375559,27.0218803362527,1.57311763951118,37.0719071007184,Compressor,Chicago,0
64.5508091319105,46.9602424778867,1.65956042093427,42.1555808125875,Turbine,Chicago,0
65.925398927084,43.140251391445,1.75166438692278,56.7467153560766,Turbine,Chicago,0
58.8841975048645,44.4913247241409,1.85521226704572,35.0040390344063,Compressor,San Francisco,0
63.1636571771361,38.4502705350904,1.58382507769333,30.6608518832257,Compressor,San Francisco,0
36.4810056497079,75.0499542570227,0.779202963335785,18.7200588939242,Compressor,Atlanta,1
72.8586539072491,33.3651541868348,1.29720632162616,50.8678742627404,Turbine,Atlanta,0
83.5624002857082,26.4717426269786,1.37874177523699,59.8243883072891,Compressor,San Francisco,0
68.2504024330459,22.5245137669902,1.33991524588964,28.990187895004,Pump,Atlanta,0
65.4658589161615,39.3460557197942,1.59731428895871,73.1045927473037,Pump,New York,0
64.0753574084711,40.4343505598588,1.7779292296587,52.9522974110543,Compressor,San Francisco,0
64.8315311682617,36.3552245992966,1.65925042649909,45.0911604233924,Turbine,New York,0
72.4312345851289,36.6534210283129,1.95601183549415,25.7978252854029,Turbine,San Francisco,0
78.22782780834,29.2454265055346,1.93705704090893,45.6592617824059,Pump,San Francisco,0
73.8193545223155,39.6445414962849,1.12487059615413,50.169142171766,Pump,New York,0
70.2845758118316,27.587893961762,0.991254468555961,34.4696307048755,Pump,Houston,0
82.9829471322366,71.4372630953906,2.89554814933177,54.3992539311409,Compressor,Houston,1
53.8643860212326,28.0857179044757,1.01663273506165,56.8462499631189,Pump,Chicago,0
66.5940129309014,35.2411252905214,0.813604375126796,48.4178518918229,Compressor,San Francisco,0
73.6728731340134,44.1718972698643,1.47220473840036,48.3026951271448,Turbine,Houston,0
68.3185618141521,29.8080118362147,1.11063024231542,46.180661368686,Pump,Chicago,0
72.502002062517,36.9781716168701,1.44517257544127,61.7093278612036,Pump,Chicago,0
96.5078108544538,33.5521320490387,0.00641681614690137,25.4095815844856,Turbine,New York,1
41.5145737936992,43.2419975517565,1.93267935452504,38.1899499156906,Turbine,Chicago,0
52.9741639576216,46.484567945309,1.60569032732298,52.9916456718848,Turbine,Houston,0
83.8833777820845,36.4424404107,1.49222642317821,58.4315037259649,Compressor,Houston,0
76.7257370120273,39.653786919764,1.26151207002297,55.3039430592475,Compressor,Atlanta,0
75.0083159100421,45.2101119029884,2.05374962005908,54.2248462193427,Pump,San Francisco,0
79.6198718907184,37.3332714655124,0.875709155450118,41.972223251314,Compressor,Chicago,0
27.7588060025409,65.2695026635528,4.42555665813153,39.0561480225885,Pump,New York,1
68.6985694563232,34.9036515763206,0.510340102573652,62.8449437753513,Turbine,San Francisco,0
66.4922179439845,55.0259024405559,1.44028841963208,54.2346249160142,Turbine,New York,0
65.7981318290414,35.0143589830249,1.1674463144906,46.6125698822859,Turbine,Atlanta,0
94.9218399860069,37.9849791767281,2.38278058881363,64.4690994482046,Turbine,New York,0
65.8639446657836,53.5808738021021,1.79655269967887,35.7525409065382,Turbine,San Francisco,0
66.5817817975386,46.3587558989844,2.42290066018597,50.5044744277446,Turbine,Atlanta,0
47.8069962725247,37.3373506256586,1.40475715109745,42.778408384783,Turbine,San Francisco,0
59.0787879965143,35.090959270388,1.24905294250117,70.8407127365249,Compressor,San Francisco,0
77.0723137380428,41.0288088732785,1.53308941593255,44.1563446920703,Turbine,Houston,0
63.2837663206195,29.9563323665162,1.43510458539765,67.0210793410164,Turbine,San Francisco,0
73.2416635248844,59.9414490336644,1.64361017258764,37.358124040083,Compressor,Chicago,0
68.7096588487022,34.949326876278,1.45665292320731,59.856209133366,Compressor,Houston,0
13.7096229077783,6.04990412226854,4.0089174308451,88.8396575057712,Pump,San Francisco,1
71.598563919974,32.5168255699522,1.44480840967698,47.023574640035,Turbine,Houston,0
83.9025532751199,35.270964395482,1.61479369848785,68.136730837952,Compressor,Chicago,0
54.8995878801475,33.6189891759322,1.56958423086631,64.9831154374968,Compressor,San Francisco,0
77.600559636896,51.2976851177469,2.14696676155286,48.5526760108146,Pump,Atlanta,0
79.9444737550891,27.1568939881322,1.36400001384593,59.7155171096846,Pump,New York,0
74.0421286527733,26.4939305077498,0.909404529702142,66.1795968438091,Turbine,Chicago,0
52.2141241599348,35.3565568871142,1.83453762724818,46.5703516355326,Pump,Houston,0
22.2710503312858,45.3074941571264,1.72782460839006,12.4137240540353,Turbine,New York,1
67.6106790083031,38.2465926933905,1.34090964123666,39.1881152196101,Compressor,Chicago,0
76.7134007645047,34.1695001247763,2.21979896371507,30.9442664702747,Turbine,Chicago,0
55.0274235482136,30.270275046061,1.49251479098452,46.3977822869396,Compressor,San Francisco,0
80.8990495909083,31.1152791036399,1.36855876348231,56.9084156985734,Pump,San Francisco,0
66.8694196947685,32.4118804257243,1.85174676135559,51.1349434622574,Turbine,San Francisco,0
79.5530520857051,26.5373070511181,1.3768549286956,73.503391201543,Pump,Houston,0
75.9722821825339,39.1346021265956,1.81261423543655,63.4096961340935,Turbine,Houston,0
60.7361887001846,35.9158084705502,2.19599578809067,48.8888728592728,Pump,Atlanta,0
71.7528677893392,49.1186070703339,1.4360015123933,59.8390615533292,Compressor,Chicago,0
51.2482753035426,42.2457408039789,1.61526683360567,62.867988527259,Turbine,Atlanta,0
74.7543068252662,43.450307869969,1.46723544225552,41.346776739522,Compressor,Atlanta,0
69.4034568800781,48.3423834640361,1.04600412891094,55.3383769974804,Turbine,New York,0
70.0706315862818,26.1461360981644,1.21034734571048,49.1938363518492,Turbine,Houston,0
62.9042014525083,21.0845980461418,0.216207441033121,57.5808001029734,Pump,Houston,0
69.2507344388155,27.0235173810939,0.847603113189579,53.1245485615172,Turbine,Atlanta,0
74.6082486540387,46.50556468167,0.831423894579404,37.4185327181801,Turbine,San Francisco,0
60.235999513362,36.2854839850052,1.16676003651826,69.8497688249522,Compressor,San Francisco,0
64.7094732265371,38.8251246044465,0.935257211202298,39.932074406734,Turbine,Chicago,0
78.794170411374,26.5924706704883,1.71100717970535,67.6315211464998,Turbine,San Francisco,0
76.5590077652976,25.2047823436218,1.29786087789396,44.992455813093,Turbine,Atlanta,0
84.3115211776174,41.0755373905807,2.6732006619967,62.8160544149594,Compressor,New York,0
63.3222044353111,26.1219989768938,1.75850015125697,44.0614400988253,Compressor,Houston,0
52.741932712094,34.4711008483839,1.57205818138984,37.4112944362975,Pump,Houston,0
86.9753940386478,25.9369196044587,1.41965443835381,12.9097134202274,Turbine,San Francisco,1
62.6963336828286,39.129152316691,1.06884653191816,53.1140835118933,Pump,Houston,0
64.6403655488595,32.6917367945456,2.06097524595761,57.869545640947,Turbine,Chicago,0
57.1957064750372,5.49307766857245,1.97462865092645,17.8704638948498,Pump,Atlanta,0
53.3903906648401,39.9468845300773,1.72485630374825,49.5399117128739,Pump,Chicago,0
54.8480893780145,39.8730841524281,1.57934166180936,64.4259162144537,Compressor,Houston,0
74.2009449045184,28.3594360389661,1.62593472415901,64.1474533796822,Pump,New York,0
57.1283643141575,30.6897212972209,0.495133316565641,50.98715052321,Pump,Houston,0
66.0638841796699,10.3395025988541,1.57590954637188,47.0639284100237,Compressor,Chicago,0
70.1961665769399,35.2641864575443,2.03435249006731,43.9042556022687,Pump,Atlanta,0
65.7935467723464,47.8633204889533,2.2084170410694,63.9199569811267,Compressor,San Francisco,0
62.831776793972,35.7434852214638,2.82394210677854,25.7625268172202,Pump,Atlanta,0
58.1103658046504,36.4375630488497,1.4811291018957,58.5316681968419,Turbine,Atlanta,0
60.1867406348254,32.4081531943954,1.67152426534702,61.9949745072515,Pump,Houston,0
75.1310579817608,36.6896751937957,2.1791785832153,52.517852456755,Turbine,Atlanta,0
59.6275384567354,39.5923354470722,0.920232224774756,33.7729342925613,Turbine,Chicago,0
60.3726743471539,49.6494170845271,1.73548353489258,58.4866095217222,Turbine,Houston,0
77.0945181713904,44.5237998815479,1.05450727902328,34.5404522207696,Turbine,Chicago,0
65.0687717760023,31.1989977724432,1.04959412949432,79.4275264600544,Pump,San Francisco,0
66.7933237444281,44.6179920268894,1.97458303511908,36.7772852140882,Pump,Atlanta,0
79.7511973341775,27.024546988783,0.8404024736161,38.3962702233254,Pump,San Francisco,0
79.8269098394551,31.4592856578068,1.49420510784059,55.3169873398986,Turbine,New York,0
69.0517576871913,38.0971865284873,0.461420170349586,33.3113324980592,Turbine,Houston,0
76.0309468494883,32.0398202733021,1.2277135340881,50.8059582402975,Turbine,San Francisco,0
47.764258320628,45.8940873067218,2.28746715689453,69.2783077296713,Pump,New York,0
112.996654896096,38.3226440785675,3.99200045430049,74.8676757486957,Turbine,Chicago,1
68.1310384183802,29.8654287684453,1.75886038201354,47.4289938218941,Turbine,Houston,0
80.3524933472375,50.6244775643192,1.58911987195253,40.8694026193969,Turbine,Chicago,0
77.158055521236,38.941124804196,3.96547866537828,79.2742247871349,Compressor,Houston,1
85.0075979063431,50.114230364032,2.15056492608929,38.1259384514632,Compressor,New York,0
68.1434102333618,30.3723221689894,1.59639939625313,51.3438744187948,Pump,Houston,0
88.5587362445145,73.8395242117614,2.61266426969533,47.4801864274908,Pump,Houston,1
70.4128745558744,32.7239175652862,1.82123722328631,37.6784197525196,Compressor,Chicago,0
40.7055130999773,35.9799274029956,2.26455050333662,44.4852608872051,Turbine,Atlanta,0
74.3731318703896,28.134271745827,2.01300706285365,43.023088559538,Turbine,New York,0
59.6475767758063,43.4765245809872,1.93004253387141,55.0966310771012,Compressor,Chicago,0
71.7615045188769,27.3082254919159,1.46303381737155,50.6493297857269,Turbine,Atlanta,0
69.7564540773902,36.135839310992,1.75207727547514,54.995007969689,Pump,New York,0
76.6865480475791,28.5479229677953,1.30511893194178,56.7185030717519,Compressor,Atlanta,0
72.3878915902651,48.1116842207987,1.17414792589088,39.6102651628524,Turbine,Chicago,0
81.5390073425575,40.5060776861793,1.09831064641685,33.7356924108342,Turbine,San Francisco,0
61.491159109611,52.7625748640391,1.61881820150537,64.2872446712659,Pump,Chicago,0
72.3421473253652,40.6752878446928,2.42269984062519,47.1484146984472,Turbine,Chicago,0
60.0169322470895,33.5108142482748,1.81440691416638,28.8635658561505,Compressor,Chicago,0
73.514799003522,30.495351383581,2.32731737420104,53.610019461771,Pump,New York,0
75.3629090951719,32.929884705021,1.14125069895779,46.5459304816747,Compressor,New York,0
63.5833317986962,32.9753052718871,1.84277918160859,56.5359668394597,Pump,Chicago,0
69.173193141573,30.9194883992313,1.26737728541546,44.2065943042419,Pump,Chicago,0
79.1786194705478,44.3419354042222,1.13915177299228,48.9201653325473,Compressor,Houston,0
68.0975915558678,28.8189048827752,1.00156645262156,56.8306271139905,Turbine,Chicago,0
67.9512333613528,37.1011359029735,2.13047584274046,44.2340907451419,Pump,Atlanta,0
65.4290374341373,28.7074232675372,1.39023670877643,35.0486034151612,Pump,San Francisco,0
86.5330963717853,17.9350462582551,2.11423324521177,37.6668026363169,Turbine,Chicago,0
69.6210691828317,32.484449677619,0.933558593322863,48.4191537204209,Pump,Atlanta,0
67.011799109708,23.58828870861,1.38422525302735,46.8673856225596,Compressor,New York,0
73.1978193414254,38.4843705519389,1.97343073082309,54.7458381969394,Pump,San Francisco,0
70.4351466864347,34.769467187291,0.73744717949282,52.8121052995588,Compressor,Atlanta,0
76.3805110144076,35.6503314003399,0.975162942121603,40.7067541175837,Pump,Chicago,0
112.782218260328,32.8697600196017,4.66310453385084,33.3731656585767,Pump,San Francisco,1
58.7394603908895,34.0680931789517,0.857217203144445,49.3248599247171,Turbine,Atlanta,0
69.6879651106092,28.3213607156266,2.06396249275841,43.7495786539993,Pump,Atlanta,0
92.2916214091055,27.5375965768083,2.61558599095488,42.5435770928292,Pump,San Francisco,1
117.160761257644,54.1522439394929,4.51268927531283,78.3413705966124,Compressor,Atlanta,1
65.22354417396,55.5820191139558,1.16248049429027,47.9954608664707,Compressor,Atlanta,0
70.7450959382677,43.3598439610656,1.44140548296773,57.400242527801,Pump,New York,0
61.8180111657769,21.3523272408741,2.2285509131137,53.8644618351805,Compressor,Houston,0
67.1867244288179,34.3946314187435,1.67937069405415,58.3623097641087,Compressor,Houston,0
71.202956317119,19.4277977091291,1.88322797992485,41.398412207386,Turbine,New York,0
73.9112787693273,34.9155485209532,2.4020595459822,45.4352848404949,Turbine,Houston,0
70.6934433703625,42.9613413212689,1.06467860451667,50.5124351165302,Compressor,Chicago,0
131.420692396148,52.3736796802075,4.97729545815782,15.0133698223102,Compressor,Atlanta,1
69.8058039411227,25.9149127619374,1.54941202250822,51.7057558147702,Pump,Houston,0
66.2949190140997,35.578306776999,2.00792825949649,33.0192385208044,Pump,New York,0
65.6026894172583,29.2874790561426,2.61617301659287,58.2629012462228,Pump,San Francisco,0
50.1243108539911,24.9667121040352,1.26901220101436,56.9571970084508,Turbine,Atlanta,0
64.710532372753,42.1859565828498,1.52079453377922,60.6756612065796,Pump,Houston,0
74.9298645851446,15.1799510509679,2.10348516231612,48.5687360252866,Turbine,New York,0
79.9558151400203,32.7156669975422,1.77712723801326,56.9800158751053,Turbine,Atlanta,0
59.7424731635972,35.0801692139246,1.26374955345755,52.0670891601086,Pump,Chicago,0
71.654036602997,28.3370937987637,0.748787701178224,36.1340499344284,Pump,Houston,0
69.5191149266923,44.5869485549877,2.13980705958887,57.0360386807874,Compressor,Chicago,0
71.6429476537057,31.7254382833065,1.30561562478521,46.3673646086328,Compressor,San Francisco,0
112.534637917321,74.5757591672399,2.05971244285066,85.1299779019498,Turbine,San Francisco,1
66.2161368209854,14.970838332344,3.40848696459945,61.4636107881206,Turbine,Chicago,1
69.0328688812961,36.3023729447993,1.57682456464831,50.7363889294024,Turbine,Houston,0
104.476397316954,34.2676376500204,2.79656014124695,30.2502085715456,Pump,Atlanta,1
18.5346302615917,70.9767284776615,2.80687626548223,72.2610079078629,Compressor,Chicago,1
101.704197281986,59.8150807663007,2.69027255408881,13.4037895583691,Compressor,Atlanta,1
76.8626019037451,39.9992287572323,2.04343174486092,63.9570748186751,Compressor,New York,0
72.1139656747066,30.6306711662558,2.14959062631459,63.4621276611262,Turbine,Houston,0
74.8937456122792,38.1709356517388,1.82604011867745,71.7009499187626,Turbine,New York,0
75.0404651551784,25.46500236647,1.95411126204586,61.8031783917763,Turbine,Houston,0
59.7561235866571,43.6817781092931,1.63480184703162,59.0020565345049,Pump,San Francisco,0
118.444954988295,27.1178661274945,3.42741111206149,38.750175013133,Compressor,Chicago,1
77.1575580305991,14.5809815115197,3.2070975654212,27.0792597288786,Turbine,Atlanta,1
68.9503229243638,32.2250880966031,1.26674623632494,47.5434664787447,Turbine,Houston,0
85.2131605192245,22.0466155478731,2.93704134900496,42.0347442483965,Pump,New York,0
74.8630999335022,36.0841440223344,1.53809621072436,26.5846959060893,Turbine,Chicago,0
68.6041037184483,32.4973082155878,1.42520734234131,48.8161216265577,Pump,Chicago,0
76.3839192560838,14.8332239474181,1.49131599624545,58.0677403571239,Turbine,San Francisco,0
72.8869362927986,39.6312785445531,2.09707407400656,52.8668481987434,Compressor,San Francisco,0
60.1769641962269,18.5087566078168,1.53107545304286,52.7909733722154,Pump,Chicago,0
55.9100064551893,18.577385886254,3.27565784563983,56.2807915625368,Turbine,Atlanta,1
73.7721187506452,40.1355770355496,1.09808767587863,52.2384668977966,Pump,Houston,0
69.3647542538464,27.5906938921343,1.8553870125876,42.2150843488165,Turbine,Atlanta,0
75.0558924183588,27.1810870601303,2.31805255529816,47.9300312951538,Turbine,San Francisco,0
64.8609937335116,32.5488365833078,1.53953692898131,40.1223291322553,Pump,New York,0
88.3818367679512,26.1013802426354,1.68154921633052,71.2332051328102,Pump,Chicago,0
61.5193440196949,33.058668308583,1.51696894256748,49.7005655294225,Turbine,New York,0
77.3095897637622,49.0997853189569,1.14098345891386,67.3632380884989,Compressor,New York,0
60.5449312005727,38.9130444531943,1.38198290492198,52.5219215069809,Compressor,New York,0
62.4626383564251,40.8551845538751,1.61575938602323,26.6199128320845,Turbine,New York,0
82.2999036843868,41.1435013081323,1.71328395589184,51.6866776001929,Compressor,San Francisco,0
63.5072245493399,30.5296034235013,1.39945603219982,39.5078523099284,Compressor,New York,0
136.844144918455,64.1343699467762,0.640751476317036,31.3002818736469,Compressor,San Francisco,1
86.1227825798865,48.3118902384648,0.602193389678842,54.8866153726048,Turbine,Chicago,0
78.9259733829931,30.111991007283,1.36859157873694,34.2645677660977,Pump,Chicago,0
57.307088947569,36.3632079524961,1.53984048992271,58.5250127595504,Turbine,New York,0
45.2835549987271,32.9641913868373,1.19234305896315,39.8842972429561,Turbine,Houston,0
77.7515549403478,30.9702213053644,0.541849617001147,50.6555372515028,Pump,Chicago,0
73.9120932723739,35.648996667348,1.85619167243323,38.6275547111871,Turbine,New York,0
77.5951488748611,42.7058122711515,1.68498960694037,56.5060495363141,Pump,San Francisco,0
63.5245819436484,39.567565556831,0.910501913521552,36.3653498381454,Pump,San Francisco,0
84.5100143813134,41.1883809208562,1.70158508331719,49.8446184126348,Compressor,Atlanta,0
41.6767407501586,36.4887441670075,1.12718976641391,49.1774991334668,Compressor,New York,0
74.6877425607502,20.955955290363,1.29616971071703,54.8663595614481,Turbine,San Francisco,0
88.9873498135524,35.6032730313973,1.52675713715678,47.8915465727419,Pump,San Francisco,0
55.9661682849773,42.9029853556895,1.21630078289716,74.5518071013197,Pump,New York,1
65.3559573769061,47.882343843863,1.86746798712716,62.3828321085565,Turbine,Chicago,0
124.358636562111,42.534174011158,0.951264406632084,79.5086656604773,Turbine,New York,1
76.2661363726307,38.3810289375405,1.33609234488032,48.6929967326746,Compressor,San Francisco,0
48.4665708012876,21.5953564030072,2.10421999456804,42.4825643531281,Pump,Atlanta,0
92.9268279860838,26.915317426206,1.07261023527951,84.4787901207004,Compressor,Atlanta,1
59.7391915580438,44.3907361629336,1.69773472002279,49.7085364850943,Turbine,Houston,0
64.0775915518719,24.8142978086928,1.54381257758498,19.9065885731683,Turbine,New York,0
78.2410289685571,41.9221692583564,2.12302946246012,40.2964990860768,Turbine,New York,0
106.789204064712,47.9260560367473,1.4338626537605,56.2616915922561,Compressor,Chicago,1
31.5295588168842,79.5293717027953,1.22596637954744,17.9821488180468,Pump,Houston,1
66.864703138276,19.1678504520823,1.67200005315252,59.3480166269565,Turbine,Chicago,0
50.886831083375,36.0784113863216,1.28445000523715,55.1281956365823,Turbine,Atlanta,0
81.2477671998581,33.0768121944927,2.38312120483593,35.4410387846001,Compressor,Chicago,0
59.9837999010508,31.1145700433996,1.75683760789665,43.0377161962782,Compressor,Atlanta,0
71.4309465781601,10.5892220530302,3.79943538180995,25.6449086993201,Pump,New York,1
58.2223854200864,23.5653882322075,1.60007583240371,59.6457649466999,Pump,New York,0
66.003638143854,30.2859701536395,1.11624648166309,40.320371605382,Turbine,Atlanta,0
60.7783467582238,36.6436454962904,1.21784852709469,59.3146951955399,Compressor,Houston,0
69.0803153379695,50.9110771100388,0.0529074712142081,67.1494188754924,Compressor,Houston,0
81.8313062422445,27.3663407639433,0.268621423794693,84.393818867833,Pump,Atlanta,1
82.1212920423349,38.5511427123431,1.37854288445636,59.0476390172901,Compressor,Houston,0
69.4127957289537,37.82431398732,1.03784791575933,52.2494415053702,Compressor,New York,0
69.8012636463169,12.8613966191808,1.30647348688314,35.9427185558196,Turbine,New York,0
55.7777035049379,39.380212243485,2.12227449538153,45.4881468480187,Pump,Chicago,0
75.6296923669057,19.9999409002245,1.38457551604814,40.2306817890944,Compressor,New York,0
140.194725688907,33.9986498740791,1.49639418012445,68.5998946628947,Compressor,Houston,1
41.2440384372936,53.0021798394147,0.48297290820434,29.3191288679182,Compressor,Atlanta,1
77.5341946350243,35.6803668816015,1.96861258683331,44.4138622686887,Pump,Houston,0
78.9206759973172,29.449867140026,1.46526697419371,32.7102439979521,Compressor,Houston,0
72.4954818959808,22.0930541103605,1.46135524992531,50.3560196790503,Compressor,Chicago,0
